TXNAME	GENEID.group	GENEID.group_name	GENEID.value
mRNA:Solyc10g049510.2.1	29417	NA	gene:Solyc10g049510.2
mRNA:Solyc10g049530.2.1	29418	NA	gene:Solyc10g049530.2
mRNA:Solyc10g049533.1.1	29419	NA	gene:Solyc10g049533.1
mRNA:Solyc10g049520.1.1	29420	NA	gene:Solyc10g049520.1
mRNA:Solyc10g049540.1.1	29421	NA	gene:Solyc10g049540.1
mRNA:Solyc10g049550.2.1	29422	NA	gene:Solyc10g049550.2
mRNA:Solyc10g049555.1.1	29423	NA	gene:Solyc10g049555.1
mRNA:Solyc10g049560.2.1	29424	NA	gene:Solyc10g049560.2
mRNA:Solyc10g049565.1.1	29425	NA	gene:Solyc10g049565.1
mRNA:Solyc10g049570.2.1	29426	NA	gene:Solyc10g049570.2
mRNA:Solyc10g049580.2.1	29427	NA	gene:Solyc10g049580.2
mRNA:Solyc10g049590.1.1	29428	NA	gene:Solyc10g049590.1
mRNA:Solyc10g049600.2.1	29429	NA	gene:Solyc10g049600.2
mRNA:Solyc10g049610.1.1	29430	NA	gene:Solyc10g049610.1
mRNA:Solyc10g049620.2.1	29431	NA	gene:Solyc10g049620.2
mRNA:Solyc10g049630.2.1	29432	NA	gene:Solyc10g049630.2
mRNA:Solyc10g049640.2.1	29433	NA	gene:Solyc10g049640.2
mRNA:Solyc10g049650.2.1	29434	NA	gene:Solyc10g049650.2
mRNA:Solyc10g049660.2.1	29435	NA	gene:Solyc10g049660.2
mRNA:Solyc10g049670.2.1	29436	NA	gene:Solyc10g049670.2
mRNA:Solyc10g049665.1.1	29437	NA	gene:Solyc10g049665.1
mRNA:Solyc10g049680.1.1	29438	NA	gene:Solyc10g049680.1
mRNA:Solyc10g049710.2.1	29439	NA	gene:Solyc10g049710.2
mRNA:Solyc10g049720.2.1	29440	NA	gene:Solyc10g049720.2
mRNA:Solyc10g049750.2.1	29441	NA	gene:Solyc10g049750.2
mRNA:Solyc10g049760.1.1	29442	NA	gene:Solyc10g049760.1
mRNA:Solyc10g049770.1.1	29443	NA	gene:Solyc10g049770.1
mRNA:Solyc10g049780.1.1	29444	NA	gene:Solyc10g049780.1
mRNA:Solyc10g049790.1.1	29445	NA	gene:Solyc10g049790.1
mRNA:Solyc10g049800.2.1	29446	NA	gene:Solyc10g049800.2
mRNA:Solyc10g049820.2.1	29447	NA	gene:Solyc10g049820.2
mRNA:Solyc10g049830.1.1	29448	NA	gene:Solyc10g049830.1
mRNA:Solyc10g049840.1.1	29449	NA	gene:Solyc10g049840.1
mRNA:Solyc10g049850.2.1	29450	NA	gene:Solyc10g049850.2
mRNA:Solyc10g049860.1.1	29451	NA	gene:Solyc10g049860.1
mRNA:Solyc10g049870.1.1	29452	NA	gene:Solyc10g049870.1
mRNA:Solyc10g049890.2.1	29453	NA	gene:Solyc10g049890.2
mRNA:Solyc10g049900.1.1	29454	NA	gene:Solyc10g049900.1
mRNA:Solyc10g049910.2.1	29455	NA	gene:Solyc10g049910.2
mRNA:Solyc10g049920.2.1	29456	NA	gene:Solyc10g049920.2
mRNA:Solyc10g049930.1.1	29457	NA	gene:Solyc10g049930.1
mRNA:Solyc10g049940.1.1	29458	NA	gene:Solyc10g049940.1
mRNA:Solyc10g049970.2.1	29459	NA	gene:Solyc10g049970.2
mRNA:Solyc10g049980.1.1	29460	NA	gene:Solyc10g049980.1
mRNA:Solyc10g049990.1.1	29461	NA	gene:Solyc10g049990.1
mRNA:Solyc10g049992.1.1	29462	NA	gene:Solyc10g049992.1
mRNA:Solyc10g049996.1.1	29463	NA	gene:Solyc10g049996.1
mRNA:Solyc10g050030.2.1	29464	NA	gene:Solyc10g050030.2
mRNA:Solyc10g050040.1.1	29465	NA	gene:Solyc10g050040.1
mRNA:Solyc10g050050.1.1	29466	NA	gene:Solyc10g050050.1
mRNA:Solyc10g050060.2.1	29467	NA	gene:Solyc10g050060.2
mRNA:Solyc10g050063.1.1	29468	NA	gene:Solyc10g050063.1
mRNA:Solyc10g050080.2.1	29469	NA	gene:Solyc10g050080.2
mRNA:Solyc10g050087.1.1	29470	NA	gene:Solyc10g050087.1
mRNA:Solyc10g050090.1.1	29471	NA	gene:Solyc10g050090.1
mRNA:Solyc10g050095.1.1	29472	NA	gene:Solyc10g050095.1
mRNA:Solyc10g050100.1.1	29473	NA	gene:Solyc10g050100.1
mRNA:Solyc10g050110.1.1	29474	NA	gene:Solyc10g050110.1
mRNA:Solyc10g050117.1.1	29475	NA	gene:Solyc10g050117.1
mRNA:Solyc10g050140.1.1	29476	NA	gene:Solyc10g050140.1
mRNA:Solyc10g050150.1.1	29477	NA	gene:Solyc10g050150.1
mRNA:Solyc10g050160.2.1	29478	NA	gene:Solyc10g050160.2
mRNA:Solyc10g050170.2.1	29479	NA	gene:Solyc10g050170.2
mRNA:Solyc10g050180.1.1	29480	NA	gene:Solyc10g050180.1
mRNA:Solyc10g050190.2.1	29481	NA	gene:Solyc10g050190.2
mRNA:Solyc10g050200.1.1	29482	NA	gene:Solyc10g050200.1
mRNA:Solyc10g050210.2.1	29483	NA	gene:Solyc10g050210.2
mRNA:Solyc10g050220.2.1	29484	NA	gene:Solyc10g050220.2
mRNA:Solyc10g050230.2.1	29485	NA	gene:Solyc10g050230.2
mRNA:Solyc10g050240.2.1	29486	NA	gene:Solyc10g050240.2
mRNA:Solyc10g050250.1.1	29487	NA	gene:Solyc10g050250.1
mRNA:Solyc10g050280.1.1	29488	NA	gene:Solyc10g050280.1
mRNA:Solyc10g050290.1.1	29489	NA	gene:Solyc10g050290.1
mRNA:Solyc10g050300.1.1	29490	NA	gene:Solyc10g050300.1
mRNA:Solyc10g050307.1.1	29491	NA	gene:Solyc10g050307.1
mRNA:Solyc10g050310.1.1	29492	NA	gene:Solyc10g050310.1
mRNA:Solyc10g050320.1.1	29493	NA	gene:Solyc10g050320.1
mRNA:Solyc10g050325.1.1	29494	NA	gene:Solyc10g050325.1
mRNA:Solyc10g050340.1.1	29495	NA	gene:Solyc10g050340.1
mRNA:Solyc10g050350.1.1	29496	NA	gene:Solyc10g050350.1
mRNA:Solyc10g050370.2.1	29497	NA	gene:Solyc10g050370.2
mRNA:Solyc10g050380.1.1	29498	NA	gene:Solyc10g050380.1
mRNA:Solyc10g050390.1.1	29499	NA	gene:Solyc10g050390.1
mRNA:Solyc10g050400.1.1	29500	NA	gene:Solyc10g050400.1
mRNA:Solyc10g050405.1.1	29501	NA	gene:Solyc10g050405.1
mRNA:Solyc10g050420.2.1	29502	NA	gene:Solyc10g050420.2
mRNA:Solyc10g050450.2.1	29503	NA	gene:Solyc10g050450.2
mRNA:Solyc10g050440.2.1	29504	NA	gene:Solyc10g050440.2
mRNA:Solyc10g050460.1.1	29505	NA	gene:Solyc10g050460.1
mRNA:Solyc10g050465.1.1	29506	NA	gene:Solyc10g050465.1
mRNA:Solyc10g050470.2.1	29507	NA	gene:Solyc10g050470.2
mRNA:Solyc10g050490.1.1	29508	NA	gene:Solyc10g050490.1
mRNA:Solyc10g050500.2.1	29509	NA	gene:Solyc10g050500.2
mRNA:Solyc10g050510.1.1	29510	NA	gene:Solyc10g050510.1
mRNA:Solyc10g050516.1.1	29511	NA	gene:Solyc10g050516.1
mRNA:Solyc10g050530.1.1	29512	NA	gene:Solyc10g050530.1
mRNA:Solyc10g050540.2.1	29513	NA	gene:Solyc10g050540.2
mRNA:Solyc10g050550.2.1	29514	NA	gene:Solyc10g050550.2
mRNA:Solyc10g050560.1.1	29515	NA	gene:Solyc10g050560.1
mRNA:Solyc10g050570.1.1	29516	NA	gene:Solyc10g050570.1
mRNA:Solyc10g050580.1.1	29517	NA	gene:Solyc10g050580.1
mRNA:Solyc10g050590.1.1	29518	NA	gene:Solyc10g050590.1
mRNA:Solyc10g050600.1.1	29519	NA	gene:Solyc10g050600.1
mRNA:Solyc10g050610.1.1	29520	NA	gene:Solyc10g050610.1
mRNA:Solyc10g050620.1.1	29521	NA	gene:Solyc10g050620.1
mRNA:Solyc10g050630.1.1	29522	NA	gene:Solyc10g050630.1
mRNA:Solyc10g050640.1.1	29523	NA	gene:Solyc10g050640.1
mRNA:Solyc10g050670.1.1	29524	NA	gene:Solyc10g050670.1
mRNA:Solyc10g050690.2.1	29525	NA	gene:Solyc10g050690.2
mRNA:Solyc10g050700.1.1	29526	NA	gene:Solyc10g050700.1
mRNA:Solyc10g050710.1.1	29527	NA	gene:Solyc10g050710.1
mRNA:Solyc10g050720.2.1	29528	NA	gene:Solyc10g050720.2
mRNA:Solyc10g050730.2.1	29529	NA	gene:Solyc10g050730.2
mRNA:Solyc10g050735.1.1	29530	NA	gene:Solyc10g050735.1
mRNA:Solyc10g050750.2.1	29531	NA	gene:Solyc10g050750.2
mRNA:Solyc10g050753.1.1	29532	NA	gene:Solyc10g050753.1
mRNA:Solyc10g050755.1.1	29533	NA	gene:Solyc10g050755.1
mRNA:Solyc10g050757.1.1	29534	NA	gene:Solyc10g050757.1
mRNA:Solyc10g050760.1.1	29535	NA	gene:Solyc10g050760.1
mRNA:Solyc10g050770.1.1	29536	NA	gene:Solyc10g050770.1
mRNA:Solyc10g050780.1.1	29537	NA	gene:Solyc10g050780.1
mRNA:Solyc10g050772.1.1	29538	NA	gene:Solyc10g050772.1
mRNA:Solyc10g050778.1.1	29539	NA	gene:Solyc10g050778.1
mRNA:Solyc10g050840.2.1	29540	NA	gene:Solyc10g050840.2
mRNA:Solyc10g050850.2.1	29541	NA	gene:Solyc10g050850.2
mRNA:Solyc10g050860.2.1	29542	NA	gene:Solyc10g050860.2
mRNA:Solyc10g050870.2.1	29543	NA	gene:Solyc10g050870.2
mRNA:Solyc10g050880.1.1	29544	NA	gene:Solyc10g050880.1
mRNA:Solyc10g050890.2.1	29545	NA	gene:Solyc10g050890.2
mRNA:Solyc10g050900.1.1	29546	NA	gene:Solyc10g050900.1
mRNA:Solyc10g050905.1.1	29547	NA	gene:Solyc10g050905.1
mRNA:Solyc10g050910.1.1	29548	NA	gene:Solyc10g050910.1
mRNA:Solyc10g050920.1.1	29549	NA	gene:Solyc10g050920.1
mRNA:Solyc10g050960.2.1	29550	NA	gene:Solyc10g050960.2
mRNA:Solyc10g050970.1.1	29551	NA	gene:Solyc10g050970.1
mRNA:Solyc10g050980.1.1	29552	NA	gene:Solyc10g050980.1
mRNA:Solyc10g050990.1.1	29553	NA	gene:Solyc10g050990.1
mRNA:Solyc10g050997.1.1	29554	NA	gene:Solyc10g050997.1
mRNA:Solyc10g051010.2.1	29555	NA	gene:Solyc10g051010.2
mRNA:Solyc10g051020.2.1	29556	NA	gene:Solyc10g051020.2
mRNA:Solyc10g051030.2.1	29557	NA	gene:Solyc10g051030.2
mRNA:Solyc10g051050.2.1	29558	NA	gene:Solyc10g051050.2
mRNA:Solyc10g051070.1.1	29559	NA	gene:Solyc10g051070.1
mRNA:Solyc10g051080.1.1	29560	NA	gene:Solyc10g051080.1
mRNA:Solyc10g051090.2.1	29561	NA	gene:Solyc10g051090.2
mRNA:Solyc10g051095.1.1	29562	NA	gene:Solyc10g051095.1
mRNA:Solyc10g051120.2.1	29563	NA	gene:Solyc10g051120.2
mRNA:Solyc10g051130.2.1	29564	NA	gene:Solyc10g051130.2
mRNA:Solyc10g051135.1.1	29565	NA	gene:Solyc10g051135.1
mRNA:Solyc10g051140.2.1	29566	NA	gene:Solyc10g051140.2
mRNA:Solyc10g051150.2.1	29567	NA	gene:Solyc10g051150.2
mRNA:Solyc10g051160.1.1	29568	NA	gene:Solyc10g051160.1
mRNA:Solyc10g051170.2.1	29569	NA	gene:Solyc10g051170.2
mRNA:Solyc10g051180.1.1	29570	NA	gene:Solyc10g051180.1
mRNA:Solyc10g051190.2.1	29571	NA	gene:Solyc10g051190.2
mRNA:Solyc10g051200.2.1	29572	NA	gene:Solyc10g051200.2
mRNA:Solyc10g051210.1.1	29573	NA	gene:Solyc10g051210.1
mRNA:Solyc10g051220.2.1	29574	NA	gene:Solyc10g051220.2
mRNA:Solyc10g051225.1.1	29575	NA	gene:Solyc10g051225.1
mRNA:Solyc10g051230.1.1	29576	NA	gene:Solyc10g051230.1
mRNA:Solyc10g051240.1.1	29577	NA	gene:Solyc10g051240.1
mRNA:Solyc10g051250.1.1	29578	NA	gene:Solyc10g051250.1
mRNA:Solyc10g051253.1.1	29579	NA	gene:Solyc10g051253.1
mRNA:Solyc10g051257.1.1	29580	NA	gene:Solyc10g051257.1
mRNA:Solyc10g051260.2.1	29581	NA	gene:Solyc10g051260.2
mRNA:Solyc10g051270.2.1	29582	NA	gene:Solyc10g051270.2
mRNA:Solyc10g051273.1.1	29583	NA	gene:Solyc10g051273.1
mRNA:Solyc10g051277.1.1	29584	NA	gene:Solyc10g051277.1
mRNA:Solyc10g051300.2.1	29585	NA	gene:Solyc10g051300.2
mRNA:Solyc10g051310.2.1	29586	NA	gene:Solyc10g051310.2
mRNA:Solyc10g051330.2.1	29587	NA	gene:Solyc10g051330.2
mRNA:Solyc10g051340.2.1	29588	NA	gene:Solyc10g051340.2
mRNA:Solyc10g051350.2.1	29589	NA	gene:Solyc10g051350.2
mRNA:Solyc10g051360.1.1	29590	NA	gene:Solyc10g051360.1
mRNA:Solyc10g051370.2.1	29591	NA	gene:Solyc10g051370.2
mRNA:Solyc10g051380.2.1	29592	NA	gene:Solyc10g051380.2
mRNA:Solyc10g051390.2.1	29593	NA	gene:Solyc10g051390.2
mRNA:Solyc10g052450.1.1	29594	NA	gene:Solyc10g052450.1
mRNA:Solyc10g052470.1.1	29595	NA	gene:Solyc10g052470.1
mRNA:Solyc10g052480.1.1	29596	NA	gene:Solyc10g052480.1
mRNA:Solyc10g052490.2.1	29597	NA	gene:Solyc10g052490.2
mRNA:Solyc10g052500.2.1	29598	NA	gene:Solyc10g052500.2
mRNA:Solyc10g052510.2.1	29599	NA	gene:Solyc10g052510.2
mRNA:Solyc10g052520.1.1	29600	NA	gene:Solyc10g052520.1
mRNA:Solyc10g052530.1.1	29601	NA	gene:Solyc10g052530.1
mRNA:Solyc10g052540.1.1	29602	NA	gene:Solyc10g052540.1
mRNA:Solyc10g052550.1.1	29603	NA	gene:Solyc10g052550.1
mRNA:Solyc10g052545.1.1	29604	NA	gene:Solyc10g052545.1
mRNA:Solyc10g052560.1.1	29605	NA	gene:Solyc10g052560.1
mRNA:Solyc10g052570.1.1	29606	NA	gene:Solyc10g052570.1
mRNA:Solyc10g052580.2.1	29607	NA	gene:Solyc10g052580.2
mRNA:Solyc10g052585.1.1	29608	NA	gene:Solyc10g052585.1
mRNA:Solyc10g052590.1.1	29609	NA	gene:Solyc10g052590.1
mRNA:Solyc10g052600.1.1	29610	NA	gene:Solyc10g052600.1
mRNA:Solyc10g052605.1.1	29611	NA	gene:Solyc10g052605.1
mRNA:Solyc10g052640.2.1	29612	NA	gene:Solyc10g052640.2
mRNA:Solyc10g052643.1.1	29613	NA	gene:Solyc10g052643.1
mRNA:Solyc10g052650.2.1	29614	NA	gene:Solyc10g052650.2
mRNA:Solyc10g052660.3.1	29615	NA	gene:Solyc10g052660.3
mRNA:Solyc10g052670.1.1	29616	NA	gene:Solyc10g052670.1
mRNA:Solyc10g052680.1.1	29617	NA	gene:Solyc10g052680.1
mRNA:Solyc10g052710.1.1	29618	NA	gene:Solyc10g052710.1
mRNA:Solyc10g052715.1.1	29619	NA	gene:Solyc10g052715.1
mRNA:Solyc10g052730.2.1	29620	NA	gene:Solyc10g052730.2
mRNA:Solyc10g052740.2.1	29621	NA	gene:Solyc10g052740.2
mRNA:Solyc10g052745.1.1	29622	NA	gene:Solyc10g052745.1
mRNA:Solyc10g052770.1.1	29623	NA	gene:Solyc10g052770.1
mRNA:Solyc10g052790.1.1	29624	NA	gene:Solyc10g052790.1
mRNA:Solyc10g052795.1.1	29625	NA	gene:Solyc10g052795.1
mRNA:Solyc10g052800.1.1	29626	NA	gene:Solyc10g052800.1
mRNA:Solyc10g052810.1.1	29627	NA	gene:Solyc10g052810.1
mRNA:Solyc10g052815.1.1	29628	NA	gene:Solyc10g052815.1
mRNA:Solyc10g052820.1.1	29629	NA	gene:Solyc10g052820.1
mRNA:Solyc10g052825.1.1	29630	NA	gene:Solyc10g052825.1
mRNA:Solyc10g052830.1.1	29631	NA	gene:Solyc10g052830.1
mRNA:Solyc10g052840.1.1	29632	NA	gene:Solyc10g052840.1
mRNA:Solyc10g052850.1.1	29633	NA	gene:Solyc10g052850.1
mRNA:Solyc10g052860.1.1	29634	NA	gene:Solyc10g052860.1
mRNA:Solyc10g052862.1.1	29635	NA	gene:Solyc10g052862.1
mRNA:Solyc10g052863.1.1	29636	NA	gene:Solyc10g052863.1
mRNA:Solyc10g052867.1.1	29637	NA	gene:Solyc10g052867.1
mRNA:Solyc10g052869.1.1	29638	NA	gene:Solyc10g052869.1
mRNA:Solyc10g150000.2.1	29639	NA	gene:Solyc10g150000.2
mRNA:Solyc10g052870.1.1	29640	NA	gene:Solyc10g052870.1
mRNA:Solyc10g052873.1.1	29641	NA	gene:Solyc10g052873.1
mRNA:Solyc10g052875.1.1	29642	NA	gene:Solyc10g052875.1
mRNA:Solyc10g052880.1.1	29643	NA	gene:Solyc10g052880.1
mRNA:Solyc10g053880.1.1	29644	NA	gene:Solyc10g053880.1
mRNA:Solyc10g053890.2.1	29645	NA	gene:Solyc10g053890.2
mRNA:Solyc10g053900.2.1	29646	NA	gene:Solyc10g053900.2
mRNA:Solyc10g053910.2.1	29647	NA	gene:Solyc10g053910.2
mRNA:Solyc10g053960.1.1	29648	NA	gene:Solyc10g053960.1
mRNA:Solyc10g053970.2.1	29649	NA	gene:Solyc10g053970.2
mRNA:Solyc10g053980.2.1	29650	NA	gene:Solyc10g053980.2
mRNA:Solyc10g053990.1.1	29651	NA	gene:Solyc10g053990.1
mRNA:Solyc10g054000.1.1	29652	NA	gene:Solyc10g054000.1
mRNA:Solyc10g054010.1.1	29653	NA	gene:Solyc10g054010.1
mRNA:Solyc10g054030.2.1	29654	NA	gene:Solyc10g054030.2
mRNA:Solyc10g054040.2.1	29655	NA	gene:Solyc10g054040.2
mRNA:Solyc10g054050.2.1	29656	NA	gene:Solyc10g054050.2
mRNA:Solyc10g054060.2.1	29657	NA	gene:Solyc10g054060.2
mRNA:Solyc10g054080.2.1	29658	NA	gene:Solyc10g054080.2
mRNA:Solyc10g054070.1.1	29659	NA	gene:Solyc10g054070.1
mRNA:Solyc10g054090.2.1	29660	NA	gene:Solyc10g054090.2
mRNA:Solyc10g054100.2.1	29661	NA	gene:Solyc10g054100.2
mRNA:Solyc10g054105.1.1	29662	NA	gene:Solyc10g054105.1
mRNA:Solyc10g054120.1.1	29663	NA	gene:Solyc10g054120.1
mRNA:Solyc10g054130.2.1	29664	NA	gene:Solyc10g054130.2
mRNA:Solyc10g054140.1.1	29665	NA	gene:Solyc10g054140.1
mRNA:Solyc10g054150.1.1	29666	NA	gene:Solyc10g054150.1
mRNA:Solyc10g054160.1.1	29667	NA	gene:Solyc10g054160.1
mRNA:Solyc10g054135.1.1	29668	NA	gene:Solyc10g054135.1
mRNA:Solyc10g054170.2.1	29669	NA	gene:Solyc10g054170.2
mRNA:Solyc10g054180.1.1	29670	NA	gene:Solyc10g054180.1
mRNA:Solyc10g054190.1.1	29671	NA	gene:Solyc10g054190.1
mRNA:Solyc10g054200.1.1	29672	NA	gene:Solyc10g054200.1
mRNA:Solyc10g054210.1.1	29673	NA	gene:Solyc10g054210.1
mRNA:Solyc10g054220.1.1	29674	NA	gene:Solyc10g054220.1
mRNA:Solyc10g054230.1.1	29675	NA	gene:Solyc10g054230.1
mRNA:Solyc10g054240.1.1	29676	NA	gene:Solyc10g054240.1
mRNA:Solyc10g054260.1.1	29677	NA	gene:Solyc10g054260.1
mRNA:Solyc10g054270.2.1	29678	NA	gene:Solyc10g054270.2
mRNA:Solyc10g054271.1.1	29679	NA	gene:Solyc10g054271.1
mRNA:Solyc10g054280.2.1	29680	NA	gene:Solyc10g054280.2
mRNA:Solyc10g054272.1.1	29681	NA	gene:Solyc10g054272.1
mRNA:Solyc10g054274.1.1	29682	NA	gene:Solyc10g054274.1
mRNA:Solyc10g054290.1.1	29683	NA	gene:Solyc10g054290.1
mRNA:Solyc10g054300.1.1	29684	NA	gene:Solyc10g054300.1
mRNA:Solyc10g054305.1.1	29685	NA	gene:Solyc10g054305.1
mRNA:Solyc10g054320.2.1	29686	NA	gene:Solyc10g054320.2
mRNA:Solyc10g054310.1.1	29687	NA	gene:Solyc10g054310.1
mRNA:Solyc10g054330.2.1	29688	NA	gene:Solyc10g054330.2
mRNA:Solyc10g054380.2.1	29689	NA	gene:Solyc10g054380.2
mRNA:Solyc10g054340.1.1	29690	NA	gene:Solyc10g054340.1
mRNA:Solyc10g054350.1.1	29691	NA	gene:Solyc10g054350.1
mRNA:Solyc10g054383.1.1	29692	NA	gene:Solyc10g054383.1
mRNA:Solyc10g054387.1.1	29693	NA	gene:Solyc10g054387.1
mRNA:Solyc10g054360.1.1	29694	NA	gene:Solyc10g054360.1
mRNA:Solyc10g054370.1.1	29695	NA	gene:Solyc10g054370.1
mRNA:Solyc10g054390.2.1	29696	NA	gene:Solyc10g054390.2
mRNA:Solyc10g054395.1.1	29697	NA	gene:Solyc10g054395.1
mRNA:Solyc10g054400.1.1	29698	NA	gene:Solyc10g054400.1
mRNA:Solyc10g054410.1.1	29699	NA	gene:Solyc10g054410.1
mRNA:Solyc10g054420.2.1	29700	NA	gene:Solyc10g054420.2
mRNA:Solyc10g054440.2.1	29701	NA	gene:Solyc10g054440.2
mRNA:Solyc10g054450.1.1	29702	NA	gene:Solyc10g054450.1
mRNA:Solyc10g054460.1.1	29703	NA	gene:Solyc10g054460.1
mRNA:Solyc10g054470.1.1	29704	NA	gene:Solyc10g054470.1
mRNA:Solyc10g054480.2.1	29705	NA	gene:Solyc10g054480.2
mRNA:Solyc10g054490.1.1	29706	NA	gene:Solyc10g054490.1
mRNA:Solyc10g054500.1.1	29707	NA	gene:Solyc10g054500.1
mRNA:Solyc10g054510.1.1	29708	NA	gene:Solyc10g054510.1
mRNA:Solyc10g054520.1.1	29709	NA	gene:Solyc10g054520.1
mRNA:Solyc10g054530.1.1	29710	NA	gene:Solyc10g054530.1
mRNA:Solyc10g054540.1.1	29711	NA	gene:Solyc10g054540.1
mRNA:Solyc10g054550.1.1	29712	NA	gene:Solyc10g054550.1
mRNA:Solyc10g054560.2.1	29713	NA	gene:Solyc10g054560.2
mRNA:Solyc10g054570.2.1	29714	NA	gene:Solyc10g054570.2
mRNA:Solyc10g054590.2.1	29715	NA	gene:Solyc10g054590.2
mRNA:Solyc10g054600.1.1	29716	NA	gene:Solyc10g054600.1
mRNA:Solyc10g054610.1.1	29717	NA	gene:Solyc10g054610.1
mRNA:Solyc10g054620.1.1	29718	NA	gene:Solyc10g054620.1
mRNA:Solyc10g054670.2.1	29719	NA	gene:Solyc10g054670.2
mRNA:Solyc10g054660.2.1	29720	NA	gene:Solyc10g054660.2
mRNA:Solyc10g054663.1.1	29721	NA	gene:Solyc10g054663.1
mRNA:Solyc10g054665.1.1	29722	NA	gene:Solyc10g054665.1
mRNA:Solyc10g054667.1.1	29723	NA	gene:Solyc10g054667.1
mRNA:Solyc10g054720.1.1	29724	NA	gene:Solyc10g054720.1
mRNA:Solyc10g054725.1.1	29725	NA	gene:Solyc10g054725.1
mRNA:Solyc10g054730.1.1	29726	NA	gene:Solyc10g054730.1
mRNA:Solyc10g054733.1.1	29727	NA	gene:Solyc10g054733.1
mRNA:Solyc10g054750.1.1	29728	NA	gene:Solyc10g054750.1
mRNA:Solyc10g054737.1.1	29729	NA	gene:Solyc10g054737.1
mRNA:Solyc10g054760.1.1	29730	NA	gene:Solyc10g054760.1
mRNA:Solyc10g054770.1.1	29731	NA	gene:Solyc10g054770.1
mRNA:Solyc10g054780.2.1	29732	NA	gene:Solyc10g054780.2
mRNA:Solyc10g054790.2.1	29733	NA	gene:Solyc10g054790.2
mRNA:Solyc10g054800.2.1	29734	NA	gene:Solyc10g054800.2
mRNA:Solyc10g054810.2.1	29735	NA	gene:Solyc10g054810.2
mRNA:Solyc10g054820.2.1	29736	NA	gene:Solyc10g054820.2
mRNA:Solyc10g054840.2.1	29737	NA	gene:Solyc10g054840.2
mRNA:Solyc10g054850.2.1	29738	NA	gene:Solyc10g054850.2
mRNA:Solyc10g054860.2.1	29739	NA	gene:Solyc10g054860.2
mRNA:Solyc10g054870.2.1	29740	NA	gene:Solyc10g054870.2
mRNA:Solyc10g054880.2.1	29741	NA	gene:Solyc10g054880.2
mRNA:Solyc10g054900.2.1	29742	NA	gene:Solyc10g054900.2
mRNA:Solyc10g054910.1.1	29743	NA	gene:Solyc10g054910.1
mRNA:Solyc10g054915.1.1	29744	NA	gene:Solyc10g054915.1
mRNA:Solyc10g054920.2.1	29745	NA	gene:Solyc10g054920.2
mRNA:Solyc10g054930.2.1	29746	NA	gene:Solyc10g054930.2
mRNA:Solyc10g054935.1.1	29747	NA	gene:Solyc10g054935.1
mRNA:Solyc10g054940.1.1	29748	NA	gene:Solyc10g054940.1
mRNA:Solyc10g054950.2.1	29749	NA	gene:Solyc10g054950.2
mRNA:Solyc10g054960.1.1	29750	NA	gene:Solyc10g054960.1
mRNA:Solyc10g054963.1.1	29751	NA	gene:Solyc10g054963.1
mRNA:Solyc10g054967.1.1	29752	NA	gene:Solyc10g054967.1
mRNA:Solyc10g054970.1.1	29753	NA	gene:Solyc10g054970.1
mRNA:Solyc10g054975.1.1	29754	NA	gene:Solyc10g054975.1
mRNA:Solyc10g054980.2.1	29755	NA	gene:Solyc10g054980.2
mRNA:Solyc10g054990.2.1	29756	NA	gene:Solyc10g054990.2
mRNA:Solyc10g055000.2.1	29757	NA	gene:Solyc10g055000.2
mRNA:Solyc10g055005.1.1	29758	NA	gene:Solyc10g055005.1
mRNA:Solyc10g055010.2.1	29759	NA	gene:Solyc10g055010.2
mRNA:Solyc10g055020.2.1	29760	NA	gene:Solyc10g055020.2
mRNA:Solyc10g055025.1.1	29761	NA	gene:Solyc10g055025.1
mRNA:Solyc10g055030.1.1	29762	NA	gene:Solyc10g055030.1
mRNA:Solyc10g055040.2.1	29763	NA	gene:Solyc10g055040.2
mRNA:Solyc10g055050.2.1	29764	NA	gene:Solyc10g055050.2
mRNA:Solyc10g055060.2.1	29765	NA	gene:Solyc10g055060.2
mRNA:Solyc10g055065.1.1	29766	NA	gene:Solyc10g055065.1
mRNA:Solyc10g055070.1.1	29767	NA	gene:Solyc10g055070.1
mRNA:Solyc10g055080.2.1	29768	NA	gene:Solyc10g055080.2
mRNA:Solyc10g055085.1.1	29769	NA	gene:Solyc10g055085.1
mRNA:Solyc10g055090.1.1	29770	NA	gene:Solyc10g055090.1
mRNA:Solyc10g055100.1.1	29771	NA	gene:Solyc10g055100.1
mRNA:Solyc10g055110.2.1	29772	NA	gene:Solyc10g055110.2
mRNA:Solyc10g055120.1.1	29773	NA	gene:Solyc10g055120.1
mRNA:Solyc10g055130.2.1	29774	NA	gene:Solyc10g055130.2
mRNA:Solyc10g055140.2.1	29775	NA	gene:Solyc10g055140.2
mRNA:Solyc10g055150.1.1	29776	NA	gene:Solyc10g055150.1
mRNA:Solyc10g055160.2.1	29777	NA	gene:Solyc10g055160.2
mRNA:Solyc10g055170.1.1	29778	NA	gene:Solyc10g055170.1
mRNA:Solyc10g055180.1.1	29779	NA	gene:Solyc10g055180.1
mRNA:Solyc10g055190.1.1	29780	NA	gene:Solyc10g055190.1
mRNA:Solyc10g055200.1.1	29781	NA	gene:Solyc10g055200.1
mRNA:Solyc10g055210.2.1	29782	NA	gene:Solyc10g055210.2
mRNA:Solyc10g055230.1.1	29783	NA	gene:Solyc10g055230.1
