TXNAME	GENEID.group	GENEID.group_name	GENEID.value
mRNA:Solyc01g099070.1.1	3919	NA	gene:Solyc01g099070.1
mRNA:Solyc01g099080.3.1	3920	NA	gene:Solyc01g099080.3
mRNA:Solyc01g099090.3.1	3921	NA	gene:Solyc01g099090.3
mRNA:Solyc01g099100.3.1	3922	NA	gene:Solyc01g099100.3
mRNA:Solyc01g099110.3.1	3923	NA	gene:Solyc01g099110.3
mRNA:Solyc01g099120.3.1	3924	NA	gene:Solyc01g099120.3
mRNA:Solyc01g099140.3.1	3925	NA	gene:Solyc01g099140.3
mRNA:Solyc01g099130.3.1	3926	NA	gene:Solyc01g099130.3
mRNA:Solyc01g099150.4.1	3927	NA	gene:Solyc01g099150.4
mRNA:Solyc01g099160.3.1	3928	NA	gene:Solyc01g099160.3
mRNA:Solyc01g099163.1.1	3929	NA	gene:Solyc01g099163.1
mRNA:Solyc01g099167.1.1	3930	NA	gene:Solyc01g099167.1
mRNA:Solyc01g099170.3.1	3931	NA	gene:Solyc01g099170.3
mRNA:Solyc01g099180.3.1	3932	NA	gene:Solyc01g099180.3
mRNA:Solyc01g099190.3.1	3933	NA	gene:Solyc01g099190.3
mRNA:Solyc01g099200.3.1	3934	NA	gene:Solyc01g099200.3
mRNA:Solyc01g099210.3.1	3935	NA	gene:Solyc01g099210.3
mRNA:Solyc01g099220.3.1	3936	NA	gene:Solyc01g099220.3
mRNA:Solyc01g099230.3.1	3937	NA	gene:Solyc01g099230.3
mRNA:Solyc01g099240.3.1	3938	NA	gene:Solyc01g099240.3
mRNA:Solyc01g099250.2.1	3939	NA	gene:Solyc01g099250.2
mRNA:Solyc01g099260.3.1	3940	NA	gene:Solyc01g099260.3
mRNA:Solyc01g099270.2.1	3941	NA	gene:Solyc01g099270.2
mRNA:Solyc01g099280.3.1	3942	NA	gene:Solyc01g099280.3
mRNA:Solyc01g099290.3.1	3943	NA	gene:Solyc01g099290.3
mRNA:Solyc01g099300.3.1	3944	NA	gene:Solyc01g099300.3
mRNA:Solyc01g099310.3.1	3945	NA	gene:Solyc01g099310.3
mRNA:Solyc01g099320.3.1	3946	NA	gene:Solyc01g099320.3
mRNA:Solyc01g099330.3.1	3947	NA	gene:Solyc01g099330.3
mRNA:Solyc01g099340.3.1	3948	NA	gene:Solyc01g099340.3
mRNA:Solyc01g099350.3.1	3949	NA	gene:Solyc01g099350.3
mRNA:Solyc01g099360.3.1	3950	NA	gene:Solyc01g099360.3
mRNA:Solyc01g099370.3.1	3951	NA	gene:Solyc01g099370.3
mRNA:Solyc01g099380.3.1	3952	NA	gene:Solyc01g099380.3
mRNA:Solyc01g099385.1.1	3953	NA	gene:Solyc01g099385.1
mRNA:Solyc01g099400.3.1	3954	NA	gene:Solyc01g099400.3
mRNA:Solyc01g099405.1.1	3955	NA	gene:Solyc01g099405.1
mRNA:Solyc01g099410.3.1	3956	NA	gene:Solyc01g099410.3
mRNA:Solyc01g099415.1.1	3957	NA	gene:Solyc01g099415.1
mRNA:Solyc01g099420.2.1	3958	NA	gene:Solyc01g099420.2
mRNA:Solyc01g099430.3.1	3959	NA	gene:Solyc01g099430.3
mRNA:Solyc01g099440.3.1	3960	NA	gene:Solyc01g099440.3
mRNA:Solyc01g099450.3.1	3961	NA	gene:Solyc01g099450.3
mRNA:Solyc01g099460.2.1	3962	NA	gene:Solyc01g099460.2
mRNA:Solyc01g099470.3.1	3963	NA	gene:Solyc01g099470.3
mRNA:Solyc01g099480.3.1	3964	NA	gene:Solyc01g099480.3
mRNA:Solyc01g099490.1.1	3965	NA	gene:Solyc01g099490.1
mRNA:Solyc01g099500.1.1	3966	NA	gene:Solyc01g099500.1
mRNA:Solyc01g099483.1.1	3967	NA	gene:Solyc01g099483.1
mRNA:Solyc01g099485.1.1	3968	NA	gene:Solyc01g099485.1
mRNA:Solyc01g099487.1.1	3969	NA	gene:Solyc01g099487.1
mRNA:Solyc01g099510.2.1	3970	NA	gene:Solyc01g099510.2
mRNA:Solyc01g099520.3.1	3971	NA	gene:Solyc01g099520.3
mRNA:Solyc01g099525.1.1	3972	NA	gene:Solyc01g099525.1
mRNA:Solyc01g099530.3.1	3973	NA	gene:Solyc01g099530.3
mRNA:Solyc01g099540.2.1	3974	NA	gene:Solyc01g099540.2
mRNA:Solyc01g099560.3.1	3975	NA	gene:Solyc01g099560.3
mRNA:Solyc01g099570.3.1	3976	NA	gene:Solyc01g099570.3
mRNA:Solyc01g099580.2.1	3977	NA	gene:Solyc01g099580.2
mRNA:Solyc01g099590.3.1	3978	NA	gene:Solyc01g099590.3
mRNA:Solyc01g099600.3.1	3979	NA	gene:Solyc01g099600.3
mRNA:Solyc01g099615.1.1	3980	NA	gene:Solyc01g099615.1
mRNA:Solyc01g099620.3.1	3981	NA	gene:Solyc01g099620.3
mRNA:Solyc01g099630.3.1	3982	NA	gene:Solyc01g099630.3
mRNA:Solyc01g099640.3.1	3983	NA	gene:Solyc01g099640.3
mRNA:Solyc01g099645.1.1	3984	NA	gene:Solyc01g099645.1
mRNA:Solyc01g099650.3.1	3985	NA	gene:Solyc01g099650.3
mRNA:Solyc01g099660.3.1	3986	NA	gene:Solyc01g099660.3
mRNA:Solyc01g099670.3.1	3987	NA	gene:Solyc01g099670.3
mRNA:Solyc01g099675.1.1	3988	NA	gene:Solyc01g099675.1
mRNA:Solyc01g099680.3.1	3989	NA	gene:Solyc01g099680.3
mRNA:Solyc01g099690.3.1	3990	NA	gene:Solyc01g099690.3
mRNA:Solyc01g099700.3.1	3991	NA	gene:Solyc01g099700.3
mRNA:Solyc01g099710.3.1	3992	NA	gene:Solyc01g099710.3
mRNA:Solyc01g099715.1.1	3993	NA	gene:Solyc01g099715.1
mRNA:Solyc01g099730.3.1	3994	NA	gene:Solyc01g099730.3
mRNA:Solyc01g099740.3.1	3995	NA	gene:Solyc01g099740.3
mRNA:Solyc01g099745.1.1	3996	NA	gene:Solyc01g099745.1
mRNA:Solyc01g099760.3.1	3997	NA	gene:Solyc01g099760.3
mRNA:Solyc01g099770.3.1	3998	NA	gene:Solyc01g099770.3
mRNA:Solyc01g099780.3.1	3999	NA	gene:Solyc01g099780.3
mRNA:Solyc01g099790.3.1	4000	NA	gene:Solyc01g099790.3
mRNA:Solyc01g099800.3.1	4001	NA	gene:Solyc01g099800.3
mRNA:Solyc01g099810.3.1	4002	NA	gene:Solyc01g099810.3
mRNA:Solyc01g099820.3.1	4003	NA	gene:Solyc01g099820.3
mRNA:Solyc01g099830.3.1	4004	NA	gene:Solyc01g099830.3
mRNA:Solyc01g099840.3.1	4005	NA	gene:Solyc01g099840.3
mRNA:Solyc01g099850.3.1	4006	NA	gene:Solyc01g099850.3
mRNA:Solyc01g099860.3.1	4007	NA	gene:Solyc01g099860.3
mRNA:Solyc01g099865.1.1	4008	NA	gene:Solyc01g099865.1
mRNA:Solyc01g099870.2.1	4009	NA	gene:Solyc01g099870.2
mRNA:Solyc01g099880.3.1	4010	NA	gene:Solyc01g099880.3
mRNA:Solyc01g099890.3.1	4011	NA	gene:Solyc01g099890.3
mRNA:Solyc01g099900.3.1	4012	NA	gene:Solyc01g099900.3
mRNA:Solyc01g099910.3.1	4013	NA	gene:Solyc01g099910.3
mRNA:Solyc01g099920.3.1	4014	NA	gene:Solyc01g099920.3
mRNA:Solyc01g099930.3.1	4015	NA	gene:Solyc01g099930.3
mRNA:Solyc01g099925.1.1	4016	NA	gene:Solyc01g099925.1
mRNA:Solyc01g099940.3.1	4017	NA	gene:Solyc01g099940.3
mRNA:Solyc01g099950.1.1	4018	NA	gene:Solyc01g099950.1
mRNA:Solyc01g099960.3.1	4019	NA	gene:Solyc01g099960.3
mRNA:Solyc01g099970.3.1	4020	NA	gene:Solyc01g099970.3
mRNA:Solyc01g099980.3.1	4021	NA	gene:Solyc01g099980.3
mRNA:Solyc01g099990.3.1	4022	NA	gene:Solyc01g099990.3
mRNA:Solyc01g100000.3.1	4023	NA	gene:Solyc01g100000.3
mRNA:Solyc01g100010.3.1	4024	NA	gene:Solyc01g100010.3
mRNA:Solyc01g100020.3.1	4025	NA	gene:Solyc01g100020.3
mRNA:Solyc01g100030.4.1	4026	NA	gene:Solyc01g100030.4
mRNA:Solyc01g100040.3.1	4027	NA	gene:Solyc01g100040.3
mRNA:Solyc01g100045.1.1	4028	NA	gene:Solyc01g100045.1
mRNA:Solyc01g100050.3.1	4029	NA	gene:Solyc01g100050.3
mRNA:Solyc01g100060.3.1	4030	NA	gene:Solyc01g100060.3
mRNA:Solyc01g100070.3.1	4031	NA	gene:Solyc01g100070.3
mRNA:Solyc01g100080.3.1	4032	NA	gene:Solyc01g100080.3
mRNA:Solyc01g100090.1.1	4033	NA	gene:Solyc01g100090.1
mRNA:Solyc01g100095.1.1	4034	NA	gene:Solyc01g100095.1
mRNA:Solyc01g100100.3.1	4035	NA	gene:Solyc01g100100.3
mRNA:Solyc07g021730.2.1	4036	NA	gene:Solyc07g021730.2
mRNA:Solyc07g021735.1.1	4037	NA	gene:Solyc07g021735.1
mRNA:Solyc01g100110.3.1	4038	NA	gene:Solyc01g100110.3
mRNA:Solyc01g100120.3.1	4039	NA	gene:Solyc01g100120.3
mRNA:Solyc01g100130.3.1	4040	NA	gene:Solyc01g100130.3
mRNA:Solyc01g100140.3.1	4041	NA	gene:Solyc01g100140.3
mRNA:Solyc01g100160.3.1	4042	NA	gene:Solyc01g100160.3
mRNA:Solyc01g100170.3.1	4043	NA	gene:Solyc01g100170.3
mRNA:Solyc01g100180.3.1	4044	NA	gene:Solyc01g100180.3
mRNA:Solyc01g100190.3.1	4045	NA	gene:Solyc01g100190.3
mRNA:Solyc01g100200.3.1	4046	NA	gene:Solyc01g100200.3
mRNA:Solyc01g100210.3.1	4047	NA	gene:Solyc01g100210.3
mRNA:Solyc01g100220.3.1	4048	NA	gene:Solyc01g100220.3
mRNA:Solyc01g100230.3.1	4049	NA	gene:Solyc01g100230.3
mRNA:Solyc01g100235.1.1	4050	NA	gene:Solyc01g100235.1
mRNA:Solyc01g100240.3.1	4051	NA	gene:Solyc01g100240.3
mRNA:Solyc01g100250.3.1	4052	NA	gene:Solyc01g100250.3
mRNA:Solyc01g100260.3.1	4053	NA	gene:Solyc01g100260.3
mRNA:Solyc01g100270.3.1	4054	NA	gene:Solyc01g100270.3
mRNA:Solyc01g100280.3.1	4055	NA	gene:Solyc01g100280.3
mRNA:Solyc01g100290.3.1	4056	NA	gene:Solyc01g100290.3
mRNA:Solyc01g100300.3.1	4057	NA	gene:Solyc01g100300.3
mRNA:Solyc01g100310.2.1	4058	NA	gene:Solyc01g100310.2
mRNA:Solyc01g100320.3.1	4059	NA	gene:Solyc01g100320.3
mRNA:Solyc01g100330.3.1	4060	NA	gene:Solyc01g100330.3
mRNA:Solyc01g100340.3.1	4061	NA	gene:Solyc01g100340.3
mRNA:Solyc01g100350.3.1	4062	NA	gene:Solyc01g100350.3
mRNA:Solyc01g100360.3.1	4063	NA	gene:Solyc01g100360.3
mRNA:Solyc01g100370.3.1	4064	NA	gene:Solyc01g100370.3
mRNA:Solyc01g100380.3.1	4065	NA	gene:Solyc01g100380.3
mRNA:Solyc01g100390.3.1	4066	NA	gene:Solyc01g100390.3
mRNA:Solyc01g100400.3.1	4067	NA	gene:Solyc01g100400.3
mRNA:Solyc01g100410.3.1	4068	NA	gene:Solyc01g100410.3
mRNA:Solyc01g100420.3.1	4069	NA	gene:Solyc01g100420.3
mRNA:Solyc01g100430.3.1	4070	NA	gene:Solyc01g100430.3
mRNA:Solyc01g100440.2.1	4071	NA	gene:Solyc01g100440.2
mRNA:Solyc01g100450.1.1	4072	NA	gene:Solyc01g100450.1
mRNA:Solyc01g100455.1.1	4073	NA	gene:Solyc01g100455.1
mRNA:Solyc01g100460.3.1	4074	NA	gene:Solyc01g100460.3
mRNA:Solyc01g100470.2.1	4075	NA	gene:Solyc01g100470.2
mRNA:Solyc01g100480.3.1	4076	NA	gene:Solyc01g100480.3
mRNA:Solyc01g100490.3.1	4077	NA	gene:Solyc01g100490.3
mRNA:Solyc01g100500.3.1	4078	NA	gene:Solyc01g100500.3
mRNA:Solyc01g100510.3.1	4079	NA	gene:Solyc01g100510.3
mRNA:Solyc01g100520.3.1	4080	NA	gene:Solyc01g100520.3
mRNA:Solyc01g100530.3.1	4081	NA	gene:Solyc01g100530.3
mRNA:Solyc01g100540.3.1	4082	NA	gene:Solyc01g100540.3
mRNA:Solyc01g113620.2.1	4083	NA	gene:Solyc01g113620.2
mRNA:Solyc01g100570.3.1	4084	NA	gene:Solyc01g100570.3
mRNA:Solyc01g100580.3.1	4085	NA	gene:Solyc01g100580.3
mRNA:Solyc01g100590.3.1	4086	NA	gene:Solyc01g100590.3
mRNA:Solyc01g100600.3.1	4087	NA	gene:Solyc01g100600.3
mRNA:Solyc01g100610.3.1	4088	NA	gene:Solyc01g100610.3
mRNA:Solyc01g100620.2.1	4089	NA	gene:Solyc01g100620.2
mRNA:Solyc01g100630.2.1	4090	NA	gene:Solyc01g100630.2
mRNA:Solyc01g100640.3.1	4091	NA	gene:Solyc01g100640.3
mRNA:Solyc01g100650.3.1	4092	NA	gene:Solyc01g100650.3
mRNA:Solyc01g100660.3.1	4093	NA	gene:Solyc01g100660.3
mRNA:Solyc01g100670.1.1	4094	NA	gene:Solyc01g100670.1
mRNA:Solyc01g100680.1.1	4095	NA	gene:Solyc01g100680.1
mRNA:Solyc01g100690.3.1	4096	NA	gene:Solyc01g100690.3
mRNA:Solyc01g100700.3.1	4097	NA	gene:Solyc01g100700.3
mRNA:Solyc01g100720.3.1	4098	NA	gene:Solyc01g100720.3
mRNA:Solyc01g100730.3.1	4099	NA	gene:Solyc01g100730.3
mRNA:Solyc01g100740.3.1	4100	NA	gene:Solyc01g100740.3
mRNA:Solyc01g100750.2.1	4101	NA	gene:Solyc01g100750.2
mRNA:Solyc01g100760.2.1	4102	NA	gene:Solyc01g100760.2
mRNA:Solyc01g100770.2.1	4103	NA	gene:Solyc01g100770.2
mRNA:Solyc01g100780.3.1	4104	NA	gene:Solyc01g100780.3
mRNA:Solyc01g100790.1.1	4105	NA	gene:Solyc01g100790.1
mRNA:Solyc01g100800.2.1	4106	NA	gene:Solyc01g100800.2
mRNA:Solyc01g100810.3.1	4107	NA	gene:Solyc01g100810.3
mRNA:Solyc01g100820.3.1	4108	NA	gene:Solyc01g100820.3
mRNA:Solyc01g100830.2.1	4109	NA	gene:Solyc01g100830.2
mRNA:Solyc01g100840.3.1	4110	NA	gene:Solyc01g100840.3
mRNA:Solyc01g100850.3.1	4111	NA	gene:Solyc01g100850.3
mRNA:Solyc01g100860.3.1	4112	NA	gene:Solyc01g100860.3
mRNA:Solyc01g100870.3.1	4113	NA	gene:Solyc01g100870.3
mRNA:Solyc01g100880.3.1	4114	NA	gene:Solyc01g100880.3
mRNA:Solyc01g100890.3.1	4115	NA	gene:Solyc01g100890.3
mRNA:Solyc01g100900.3.1	4116	NA	gene:Solyc01g100900.3
mRNA:Solyc01g100910.3.1	4117	NA	gene:Solyc01g100910.3
mRNA:Solyc01g100920.3.1	4118	NA	gene:Solyc01g100920.3
mRNA:Solyc01g100930.3.1	4119	NA	gene:Solyc01g100930.3
mRNA:Solyc01g100940.2.1	4120	NA	gene:Solyc01g100940.2
mRNA:Solyc01g100960.3.1	4121	NA	gene:Solyc01g100960.3
mRNA:Solyc01g100970.3.1	4122	NA	gene:Solyc01g100970.3
mRNA:Solyc01g100980.3.1	4123	NA	gene:Solyc01g100980.3
mRNA:Solyc01g100990.3.1	4124	NA	gene:Solyc01g100990.3
mRNA:Solyc01g101000.3.1	4125	NA	gene:Solyc01g101000.3
mRNA:Solyc01g101010.3.1	4126	NA	gene:Solyc01g101010.3
mRNA:Solyc01g101020.3.1	4127	NA	gene:Solyc01g101020.3
mRNA:Solyc01g101030.3.1	4128	NA	gene:Solyc01g101030.3
mRNA:Solyc01g101035.1.1	4129	NA	gene:Solyc01g101035.1
mRNA:Solyc01g101040.3.1	4130	NA	gene:Solyc01g101040.3
mRNA:Solyc01g101050.3.1	4131	NA	gene:Solyc01g101050.3
mRNA:Solyc01g101060.3.1	4132	NA	gene:Solyc01g101060.3
mRNA:Solyc01g101070.3.1	4133	NA	gene:Solyc01g101070.3
mRNA:Solyc01g101080.2.1	4134	NA	gene:Solyc01g101080.2
mRNA:Solyc01g101090.3.1	4135	NA	gene:Solyc01g101090.3
mRNA:Solyc01g101100.3.1	4136	NA	gene:Solyc01g101100.3
mRNA:Solyc01g101110.3.1	4137	NA	gene:Solyc01g101110.3
mRNA:Solyc01g101120.3.1	4138	NA	gene:Solyc01g101120.3
mRNA:Solyc01g101130.3.1	4139	NA	gene:Solyc01g101130.3
mRNA:Solyc01g101140.3.1	4140	NA	gene:Solyc01g101140.3
mRNA:Solyc01g101150.2.1	4141	NA	gene:Solyc01g101150.2
mRNA:Solyc01g101160.2.1	4142	NA	gene:Solyc01g101160.2
mRNA:Solyc01g101170.3.1	4143	NA	gene:Solyc01g101170.3
mRNA:Solyc01g101180.3.1	4144	NA	gene:Solyc01g101180.3
mRNA:Solyc01g101190.3.1	4145	NA	gene:Solyc01g101190.3
mRNA:Solyc01g101210.4.1	4146	NA	gene:Solyc01g101210.4
mRNA:Solyc01g101220.2.1	4147	NA	gene:Solyc01g101220.2
mRNA:Solyc01g101240.3.1	4148	NA	gene:Solyc01g101240.3
mRNA:Solyc01g101250.3.1	4149	NA	gene:Solyc01g101250.3
mRNA:Solyc01g101260.2.1	4150	NA	gene:Solyc01g101260.2
mRNA:Solyc01g102260.3.1	4151	NA	gene:Solyc01g102260.3
mRNA:Solyc01g102270.2.1	4152	NA	gene:Solyc01g102270.2
mRNA:Solyc01g102265.1.1	4153	NA	gene:Solyc01g102265.1
mRNA:Solyc01g102280.3.1	4154	NA	gene:Solyc01g102280.3
mRNA:Solyc01g102285.1.1	4155	NA	gene:Solyc01g102285.1
mRNA:Solyc01g102290.3.1	4156	NA	gene:Solyc01g102290.3
mRNA:Solyc01g102300.3.1	4157	NA	gene:Solyc01g102300.3
mRNA:Solyc01g102310.3.1	4158	NA	gene:Solyc01g102310.3
mRNA:Solyc01g102320.1.1	4159	NA	gene:Solyc01g102320.1
mRNA:Solyc01g102330.3.1	4160	NA	gene:Solyc01g102330.3
mRNA:Solyc01g102340.3.1	4161	NA	gene:Solyc01g102340.3
mRNA:Solyc01g102350.3.1	4162	NA	gene:Solyc01g102350.3
mRNA:Solyc01g102360.2.1	4163	NA	gene:Solyc01g102360.2
mRNA:Solyc01g102370.3.1	4164	NA	gene:Solyc01g102370.3
mRNA:Solyc01g102380.4.1	4165	NA	gene:Solyc01g102380.4
mRNA:Solyc01g102390.3.1	4166	NA	gene:Solyc01g102390.3
mRNA:Solyc01g102400.3.1	4167	NA	gene:Solyc01g102400.3
mRNA:Solyc01g102410.3.1	4168	NA	gene:Solyc01g102410.3
mRNA:Solyc01g102420.1.1	4169	NA	gene:Solyc01g102420.1
mRNA:Solyc01g102430.2.1	4170	NA	gene:Solyc01g102430.2
mRNA:Solyc01g102435.1.1	4171	NA	gene:Solyc01g102435.1
mRNA:Solyc01g102440.3.1	4172	NA	gene:Solyc01g102440.3
mRNA:Solyc01g102460.3.1	4173	NA	gene:Solyc01g102460.3
mRNA:Solyc01g102450.3.1	4174	NA	gene:Solyc01g102450.3
mRNA:Solyc01g102480.3.1	4175	NA	gene:Solyc01g102480.3
mRNA:Solyc01g102490.3.1	4176	NA	gene:Solyc01g102490.3
mRNA:Solyc01g102495.1.1	4177	NA	gene:Solyc01g102495.1
mRNA:Solyc01g102500.3.1	4178	NA	gene:Solyc01g102500.3
mRNA:Solyc01g102510.3.1	4179	NA	gene:Solyc01g102510.3
mRNA:Solyc01g102520.3.1	4180	NA	gene:Solyc01g102520.3
mRNA:Solyc01g102530.3.1	4181	NA	gene:Solyc01g102530.3
mRNA:Solyc01g102540.3.1	4182	NA	gene:Solyc01g102540.3
mRNA:Solyc01g102550.3.1	4183	NA	gene:Solyc01g102550.3
mRNA:Solyc01g102570.3.1	4184	NA	gene:Solyc01g102570.3
mRNA:Solyc01g102580.3.1	4185	NA	gene:Solyc01g102580.3
mRNA:Solyc01g102590.3.1	4186	NA	gene:Solyc01g102590.3
mRNA:Solyc01g102585.1.1	4187	NA	gene:Solyc01g102585.1
mRNA:Solyc01g102610.3.1	4188	NA	gene:Solyc01g102610.3
mRNA:Solyc01g102620.2.1	4189	NA	gene:Solyc01g102620.2
mRNA:Solyc01g102630.3.1	4190	NA	gene:Solyc01g102630.3
mRNA:Solyc01g102633.1.1	4191	NA	gene:Solyc01g102633.1
mRNA:Solyc01g102637.1.1	4192	NA	gene:Solyc01g102637.1
mRNA:Solyc01g102640.2.1	4193	NA	gene:Solyc01g102640.2
mRNA:Solyc01g102650.2.1	4194	NA	gene:Solyc01g102650.2
mRNA:Solyc01g102660.3.1	4195	NA	gene:Solyc01g102660.3
mRNA:Solyc01g102670.3.1	4196	NA	gene:Solyc01g102670.3
mRNA:Solyc01g102675.1.1	4197	NA	gene:Solyc01g102675.1
mRNA:Solyc01g102680.3.1	4198	NA	gene:Solyc01g102680.3
mRNA:Solyc01g102685.1.1	4199	NA	gene:Solyc01g102685.1
mRNA:Solyc01g102690.3.1	4200	NA	gene:Solyc01g102690.3
mRNA:Solyc01g102700.3.1	4201	NA	gene:Solyc01g102700.3
mRNA:Solyc01g102705.1.1	4202	NA	gene:Solyc01g102705.1
mRNA:Solyc02g024060.2.1	4203	NA	gene:Solyc02g024060.2
mRNA:Solyc02g024065.1.1	4204	NA	gene:Solyc02g024065.1
mRNA:Solyc01g102720.3.1	4205	NA	gene:Solyc01g102720.3
mRNA:Solyc01g102730.3.1	4206	NA	gene:Solyc01g102730.3
mRNA:Solyc01g102740.3.1	4207	NA	gene:Solyc01g102740.3
mRNA:Solyc01g102750.3.1	4208	NA	gene:Solyc01g102750.3
mRNA:Solyc01g102760.3.1	4209	NA	gene:Solyc01g102760.3
mRNA:Solyc01g102770.1.1	4210	NA	gene:Solyc01g102770.1
mRNA:Solyc01g102790.3.1	4211	NA	gene:Solyc01g102790.3
mRNA:Solyc01g102800.3.1	4212	NA	gene:Solyc01g102800.3
mRNA:Solyc01g102810.3.1	4213	NA	gene:Solyc01g102810.3
mRNA:Solyc01g102820.3.1	4214	NA	gene:Solyc01g102820.3
mRNA:Solyc01g102830.3.1	4215	NA	gene:Solyc01g102830.3
mRNA:Solyc01g102840.3.1	4216	NA	gene:Solyc01g102840.3
mRNA:Solyc01g102850.2.1	4217	NA	gene:Solyc01g102850.2
mRNA:Solyc01g102860.2.1	4218	NA	gene:Solyc01g102860.2
mRNA:Solyc01g102870.2.1	4219	NA	gene:Solyc01g102870.2
mRNA:Solyc01g102875.1.1	4220	NA	gene:Solyc01g102875.1
mRNA:Solyc01g102880.2.1	4221	NA	gene:Solyc01g102880.2
mRNA:Solyc01g102890.3.1	4222	NA	gene:Solyc01g102890.3
mRNA:Solyc01g102900.3.1	4223	NA	gene:Solyc01g102900.3
mRNA:Solyc01g102910.3.1	4224	NA	gene:Solyc01g102910.3
mRNA:Solyc01g102920.2.1	4225	NA	gene:Solyc01g102920.2
mRNA:Solyc01g102930.1.1	4226	NA	gene:Solyc01g102930.1
mRNA:Solyc01g102925.1.1	4227	NA	gene:Solyc01g102925.1
mRNA:Solyc01g102940.3.1	4228	NA	gene:Solyc01g102940.3
mRNA:Solyc01g102950.3.1	4229	NA	gene:Solyc01g102950.3
mRNA:Solyc01g102960.3.1	4230	NA	gene:Solyc01g102960.3
mRNA:Solyc01g102970.3.1	4231	NA	gene:Solyc01g102970.3
mRNA:Solyc01g102980.3.1	4232	NA	gene:Solyc01g102980.3
mRNA:Solyc01g102990.3.1	4233	NA	gene:Solyc01g102990.3
mRNA:Solyc01g103000.2.1	4234	NA	gene:Solyc01g103000.2
mRNA:Solyc01g103010.3.1	4235	NA	gene:Solyc01g103010.3
mRNA:Solyc01g103020.3.1	4236	NA	gene:Solyc01g103020.3
mRNA:Solyc01g103030.3.1	4237	NA	gene:Solyc01g103030.3
mRNA:Solyc01g103040.3.1	4238	NA	gene:Solyc01g103040.3
mRNA:Solyc01g103050.3.1	4239	NA	gene:Solyc01g103050.3
mRNA:Solyc01g103060.3.1	4240	NA	gene:Solyc01g103060.3
mRNA:Solyc01g103070.2.1	4241	NA	gene:Solyc01g103070.2
mRNA:Solyc01g103080.3.1	4242	NA	gene:Solyc01g103080.3
mRNA:Solyc01g103090.3.1	4243	NA	gene:Solyc01g103090.3
mRNA:Solyc01g103100.3.1	4244	NA	gene:Solyc01g103100.3
mRNA:Solyc01g103110.3.1	4245	NA	gene:Solyc01g103110.3
mRNA:Solyc01g103120.3.1	4246	NA	gene:Solyc01g103120.3
mRNA:Solyc01g103130.2.1	4247	NA	gene:Solyc01g103130.2
mRNA:Solyc01g103140.3.1	4248	NA	gene:Solyc01g103140.3
mRNA:Solyc01g103150.3.1	4249	NA	gene:Solyc01g103150.3
mRNA:Solyc01g103160.3.1	4250	NA	gene:Solyc01g103160.3
mRNA:Solyc01g103170.3.1	4251	NA	gene:Solyc01g103170.3
mRNA:Solyc01g103180.3.1	4252	NA	gene:Solyc01g103180.3
mRNA:Solyc01g103190.3.1	4253	NA	gene:Solyc01g103190.3
mRNA:Solyc01g103185.1.1	4254	NA	gene:Solyc01g103185.1
mRNA:Solyc01g103200.3.1	4255	NA	gene:Solyc01g103200.3
mRNA:Solyc01g103220.3.1	4256	NA	gene:Solyc01g103220.3
mRNA:Solyc01g103230.3.1	4257	NA	gene:Solyc01g103230.3
mRNA:Solyc01g103240.3.1	4258	NA	gene:Solyc01g103240.3
mRNA:Solyc01g103250.3.1	4259	NA	gene:Solyc01g103250.3
mRNA:Solyc01g103245.1.1	4260	NA	gene:Solyc01g103245.1
mRNA:Solyc01g103260.2.1	4261	NA	gene:Solyc01g103260.2
mRNA:Solyc01g103270.3.1	4262	NA	gene:Solyc01g103270.3
mRNA:Solyc01g103275.1.1	4263	NA	gene:Solyc01g103275.1
mRNA:Solyc01g103290.3.1	4264	NA	gene:Solyc01g103290.3
mRNA:Solyc01g103295.1.1	4265	NA	gene:Solyc01g103295.1
mRNA:Solyc01g103300.2.1	4266	NA	gene:Solyc01g103300.2
mRNA:Solyc01g103310.3.1	4267	NA	gene:Solyc01g103310.3
mRNA:Solyc01g103340.3.1	4268	NA	gene:Solyc01g103340.3
mRNA:Solyc01g103330.3.1	4269	NA	gene:Solyc01g103330.3
mRNA:Solyc01g103335.1.1	4270	NA	gene:Solyc01g103335.1
mRNA:Solyc01g103350.3.1	4271	NA	gene:Solyc01g103350.3
mRNA:Solyc01g103360.3.1	4272	NA	gene:Solyc01g103360.3
mRNA:Solyc01g103370.3.1	4273	NA	gene:Solyc01g103370.3
mRNA:Solyc01g103380.3.1	4274	NA	gene:Solyc01g103380.3
mRNA:Solyc01g103390.3.1	4275	NA	gene:Solyc01g103390.3
mRNA:Solyc01g103395.1.1	4276	NA	gene:Solyc01g103395.1
mRNA:Solyc01g103400.3.1	4277	NA	gene:Solyc01g103400.3
mRNA:Solyc01g103410.3.1	4278	NA	gene:Solyc01g103410.3
mRNA:Solyc01g103415.1.1	4279	NA	gene:Solyc01g103415.1
mRNA:Solyc01g103420.3.1	4280	NA	gene:Solyc01g103420.3
mRNA:Solyc01g103430.3.1	4281	NA	gene:Solyc01g103430.3
mRNA:Solyc01g103440.3.1	4282	NA	gene:Solyc01g103440.3
mRNA:Solyc01g103450.3.1	4283	NA	gene:Solyc01g103450.3
mRNA:Solyc01g103453.1.1	4284	NA	gene:Solyc01g103453.1
mRNA:Solyc01g103457.1.1	4285	NA	gene:Solyc01g103457.1
